,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,lesosibirsk,58.24,92.48,56.31800000000008,62.0,100.0,3.8,RU,1597621203.0
316,valparaiso,-33.04,-71.63,53.6,62.0,6.0,6.68,CL,1597621204.0
317,boende,-0.22,20.87,73.50800000000001,96.0,98.0,1.0,CD,1597621204.0
318,dekar,-21.53,21.93,51.908,41.0,0.0,3.59,BW,1597621204.0
319,hasaki,35.73,140.83,87.99800000000002,79.0,75.0,1.0,JP,1597621204.0
320,gorno-chuyskiy,,,,,,,,
321,waitati,-45.75,170.57,46.004000000000055,80.0,25.0,3.58,NZ,1597621205.0
322,sao joao da barra,-21.64,-41.05,73.94000000000003,90.0,96.0,4.34,BR,1597621205.0
323,maumere,-8.62,122.21,79.79000000000002,67.0,0.0,1.18,ID,1597621205.0
324,ortakoy,38.74,34.04,64.4,42.0,0.0,4.6,TR,1597621205.0
325,laguna,38.42,-121.42,109.99400000000007,12.0,1.0,1.5,US,1597621206.0
326,phangnga,8.45,98.53,77.0,94.0,40.0,0.5,TH,1597621206.0
327,roswell,34.02,-84.36,89.00600000000003,48.0,1.0,3.6,US,1597620936.0
328,safaqis,,,,,,,,
329,cockburn town,21.46,-71.14,84.2,79.0,40.0,5.1,TC,1597621206.0
330,ann arbor,42.28,-83.74,80.6,44.0,20.0,5.1,US,1597620941.0
331,meiganga,6.52,14.3,65.48000000000005,94.0,94.0,0.46,CM,1597621207.0
332,samarai,-10.62,150.67,77.07200000000003,71.0,49.0,4.61,PG,1597621207.0
333,darhan,49.49,105.92,58.53200000000002,69.0,88.0,2.75,MN,1597621207.0
334,torbay,47.67,-52.73,60.008,51.0,5.0,4.1,CA,1597621207.0
335,mokhsogollokh,61.47,128.92,54.733999999999995,50.0,69.0,1.14,RU,1597621208.0
336,salamiyah,35.01,37.05,68.21600000000001,69.0,0.0,4.01,SY,1597621208.0
337,zaplavnoye,48.7,45.02,53.6,62.0,1.0,2.0,RU,1597621208.0
338,ambatofinandrahana,-20.55,46.8,51.35,76.0,0.0,0.58,MG,1597621208.0
339,paso de carrasco,-34.86,-56.05,51.008,55.0,4.0,3.1,UY,1597621209.0
340,morondava,-20.28,44.28,66.86600000000001,74.0,0.0,2.44,MG,1597621209.0
341,nokia,61.47,23.5,48.00200000000008,87.0,0.0,1.0,FI,1597621209.0
342,sobolevo,54.43,31.9,58.67600000000009,91.0,3.0,3.07,RU,1597621209.0
343,sabang,5.89,95.32,82.88600000000007,74.0,6.0,5.09,ID,1597621209.0
344,selcuk,37.95,27.37,78.8,41.0,0.0,6.7,TR,1597621209.0
345,katghora,22.5,82.55,76.47800000000007,95.0,100.0,1.14,IN,1597621210.0
346,kaeo,-35.1,173.78,60.008,3.0,99.0,5.36,NZ,1597621210.0
347,bengkulu,-3.8,102.27,76.22600000000008,83.0,25.0,1.32,ID,1597621210.0
348,sorvag,,,,,,,,
349,namatanai,-3.67,152.43,83.858,71.0,7.0,4.17,PG,1597621210.0
350,hede,33.77,120.25,83.96600000000001,82.0,0.0,2.15,CN,1597621210.0
351,bacungan,9.91,118.7,83.3,74.0,97.0,1.21,PH,1597621210.0
352,tumannyy,,,,,,,,
353,pauini,-7.71,-66.98,85.316,47.0,94.0,1.23,BR,1597621211.0
354,pizhma,57.86,47.12,50.791999999999994,82.0,88.0,1.93,RU,1597621211.0
355,malwan,,,,,,,,
356,tura,25.52,90.22,74.75,97.0,100.0,2.43,IN,1597621211.0
357,berlevag,70.86,29.09,46.544000000000075,79.0,100.0,13.3,NO,1597621212.0
358,hamilton,39.18,-84.53,82.4,48.0,40.0,5.1,US,1597621153.0
359,piacabucu,-10.41,-36.43,74.26400000000004,84.0,1.0,4.32,BR,1597621212.0
360,williston,48.15,-103.62,87.00800000000001,31.0,0.0,3.13,US,1597621010.0
361,zonguldak,41.25,31.83,53.780000000000044,89.0,0.0,1.74,TR,1597621212.0
362,kadykchan,,,,,,,,
363,lima,-12.04,-77.03,62.6,77.0,90.0,3.6,PE,1597620772.0
364,rosetown,51.55,-108.0,89.00600000000003,25.0,0.0,2.24,CA,1597621213.0
365,roxana,10.28,-83.75,73.4,69.0,75.0,2.6,CR,1597621213.0
366,longyearbyen,78.22,15.64,40.208000000000006,78.0,29.0,1.48,SJ,1597621157.0
367,santa maria,-29.68,-53.81,51.8,87.0,40.0,1.0,BR,1597621161.0
368,polyarnyy,69.2,33.45,48.2,76.0,40.0,3.0,RU,1597621213.0
369,kushima,31.46,131.23,87.8,70.0,20.0,3.1,JP,1597621214.0
370,greenville,35.61,-77.37,75.99199999999999,83.0,75.0,4.1,US,1597621214.0
371,ossora,59.24,163.07,62.88800000000005,55.0,15.0,6.73,RU,1597621214.0
372,hatillo,18.49,-66.83,80.00600000000003,100.0,43.0,3.95,PR,1597621214.0
373,boyolangu,-8.12,111.89,75.434,85.0,76.0,3.24,ID,1597621214.0
374,barranca,-10.75,-77.77,58.58600000000007,89.0,26.0,4.49,PE,1597621215.0
375,poum,-20.23,164.02,74.37200000000004,83.0,39.0,9.96,NC,1597621215.0
376,muroto,33.28,134.15,87.8,62.0,12.0,3.6,JP,1597621215.0
377,santa isabel do rio negro,-0.41,-65.02,76.13600000000007,86.0,90.0,0.89,BR,1597621215.0
378,vsevolodo-vilva,,,,,,,,
379,usinsk,65.99,57.53,46.58000000000004,77.0,1.0,5.44,RU,1597621215.0
380,northam,51.03,-4.22,60.998000000000026,95.0,100.0,0.89,GB,1597621216.0
381,saint-leu,-21.15,55.28,68.0,60.0,22.0,4.1,RE,1597621216.0
382,magistralnyy,56.17,107.45,53.096000000000046,61.0,0.0,3.62,RU,1597621216.0
383,shenjiamen,29.96,122.3,82.22000000000006,85.0,0.0,6.12,CN,1597621216.0
384,kolosovka,56.47,73.61,55.99400000000007,76.0,94.0,6.43,RU,1597621216.0
385,faya,18.39,42.45,71.6,64.0,53.0,1.01,SA,1597621217.0
386,dunedin,-45.87,170.5,46.004000000000055,80.0,35.0,3.58,NZ,1597621188.0
387,krasnoyarka,55.33,73.12,60.8,77.0,75.0,6.0,RU,1597621218.0
388,kieta,-6.22,155.63,84.542,68.0,2.0,0.91,PG,1597621218.0
389,lamu,-2.27,40.9,75.47000000000006,83.0,96.0,5.87,KE,1597621218.0
390,mackay,-21.15,149.2,71.99600000000005,55.0,0.0,2.1,AU,1597621218.0
391,tomatlan,19.93,-105.25,86.57600000000009,65.0,24.0,2.48,MX,1597621219.0
392,goderich,43.75,-81.72,71.00600000000003,78.0,47.0,4.02,CA,1597621219.0
393,tabiauea,,,,,,,,
394,oktyabrskiy,54.48,53.47,48.398000000000025,95.0,99.0,2.64,RU,1597621220.0
395,almaty,43.25,76.95,71.6,46.0,90.0,2.0,KZ,1597621080.0
396,inirida,3.87,-67.92,76.62200000000004,89.0,78.0,0.8,CO,1597621220.0
397,voyvozh,62.89,54.96,45.21200000000006,84.0,68.0,1.89,RU,1597621221.0
398,tumaco,1.8,-78.82,76.37000000000006,86.0,99.0,3.99,CO,1597621196.0
399,medvedovskaya,45.45,39.03,62.00600000000003,54.0,0.0,2.0,RU,1597621221.0
400,tucuma,-0.18,-50.05,79.358,84.0,10.0,4.6,BR,1597621221.0
401,risti,59.0,24.06,59.0,71.0,0.0,2.24,EE,1597621221.0
402,baiyin,36.56,104.21,55.99400000000007,100.0,90.0,2.0,CN,1597621222.0
403,coquimbo,-29.95,-71.34,50.0,87.0,0.0,2.1,CL,1597621222.0
404,ulladulla,-35.35,150.47,59.0,54.0,20.0,6.7,AU,1597621222.0
405,bundaberg,-24.85,152.35,64.4,48.0,0.0,3.6,AU,1597621169.0
406,campo formoso,-10.51,-40.32,68.09000000000002,57.0,5.0,2.74,BR,1597621222.0
407,maniitsoq,65.42,-52.9,47.768000000000086,65.0,8.0,4.11,GL,1597621177.0
408,gomel,52.43,30.98,64.4,72.0,9.0,3.0,BY,1597621223.0
409,kyra,49.58,111.98,60.314000000000036,84.0,35.0,0.72,RU,1597621223.0
410,wuning,29.26,120.23,82.11200000000005,73.0,0.0,1.32,CN,1597621223.0
411,husavik,66.04,-17.34,53.6,87.0,45.0,1.5,IS,1597621223.0
412,raudeberg,61.99,5.14,60.008,93.0,11.0,5.89,NO,1597621223.0
413,vostok,46.49,135.88,64.92200000000004,69.0,42.0,2.55,RU,1597621224.0
414,yerbogachen,61.28,108.01,54.158,60.0,0.0,0.43,RU,1597621224.0
415,zomba,-15.39,35.32,63.14000000000002,40.0,0.0,1.06,MW,1597621224.0
416,cozumel,20.51,-86.95,84.2,79.0,75.0,3.1,MX,1597621224.0
417,poya,-21.35,165.15,75.7760000000001,71.0,86.0,2.28,NC,1597621224.0
418,bow island,49.87,-111.37,91.99400000000007,18.0,5.0,4.6,CA,1597621224.0
419,hokitika,-42.72,170.97,53.27600000000009,52.0,1.0,1.71,NZ,1597621225.0
420,attawapiskat,,,,,,,,
421,pulandian,39.4,121.97,80.99600000000005,100.0,75.0,2.0,CN,1597621225.0
422,san rafael,-34.62,-68.33,55.58000000000004,31.0,67.0,2.9,AR,1597621225.0
423,la ronge,55.1,-105.28,66.2,55.0,75.0,3.6,CA,1597621226.0
424,leningradskiy,69.38,178.42,45.42800000000007,88.0,100.0,1.62,RU,1597621226.0
425,bouca,6.51,18.27,70.30400000000006,95.0,100.0,1.39,CF,1597621226.0
426,jalu,29.03,21.55,81.24800000000002,41.0,0.0,4.73,LY,1597621226.0
427,victoria,22.29,114.16,80.00600000000003,88.0,36.0,2.68,HK,1597621048.0
428,ginir,7.13,40.7,58.37000000000006,90.0,27.0,3.27,ET,1597621226.0
429,mandali,33.75,45.55,83.26400000000004,17.0,0.0,2.88,IQ,1597621227.0
430,smolenka,52.14,113.5,53.6,100.0,90.0,7.0,RU,1597621227.0
431,chicama,-7.84,-79.15,61.25,81.0,16.0,3.07,PE,1597621227.0
432,moerai,-22.43,-151.33,75.542,83.0,56.0,5.21,PF,1597621227.0
433,bangor,54.65,-5.67,60.008,93.0,93.0,1.5,GB,1597621227.0
434,vila franca do campo,37.72,-25.43,73.4,88.0,75.0,5.7,PT,1597621228.0
435,marienburg,54.04,19.03,64.99400000000007,82.0,1.0,0.5,PL,1597621228.0
436,palaikastron,35.2,26.25,82.00400000000005,40.0,0.0,6.26,GR,1597621228.0
437,barbar,,,,,,,,
438,komsomolskiy,40.43,71.72,78.8,36.0,37.0,5.1,UZ,1597621229.0
439,dzerzhinskoye,56.83,95.23,53.492,67.0,100.0,3.47,RU,1597621229.0
440,moba,33.23,105.02,56.372000000000035,100.0,100.0,1.45,CN,1597621229.0
441,kuryk,43.2,51.65,68.59400000000008,52.0,27.0,4.15,KZ,1597621229.0
442,setubal,38.52,-8.89,69.99800000000002,88.0,40.0,3.1,PT,1597620952.0
443,vitim,59.45,112.56,51.27800000000006,55.0,0.0,3.39,RU,1597621229.0
444,nagato,34.38,131.2,86.0,79.0,20.0,3.1,JP,1597621230.0
445,souillac,-20.52,57.52,66.2,88.0,75.0,5.1,MU,1597621159.0
446,taree,-31.9,152.47,60.998000000000026,48.0,1.0,5.1,AU,1597621230.0
447,grindavik,63.84,-22.43,53.6,100.0,75.0,4.6,IS,1597621230.0
448,harper,4.38,-7.72,74.24600000000005,75.0,53.0,2.8,LR,1597621230.0
449,umm kaddadah,13.6,26.69,85.94600000000005,47.0,51.0,3.81,SD,1597621231.0
450,taiobeiras,-15.81,-42.23,68.43200000000002,72.0,0.0,4.25,BR,1597621231.0
451,atasu,48.68,71.64,60.47600000000009,77.0,39.0,1.49,KZ,1597621231.0
452,key west,24.56,-81.78,89.6,62.0,40.0,2.1,US,1597620593.0
453,likhoslavl,57.13,35.46,55.958000000000006,96.0,9.0,2.8,RU,1597621231.0
454,camana,-16.62,-72.71,59.791999999999994,75.0,65.0,2.86,PE,1597621231.0
455,fort nelson,58.81,-122.7,66.2,77.0,75.0,1.0,CA,1597621232.0
456,lernavan,40.79,44.16,55.4,76.0,20.0,3.1,AM,1597621232.0
457,maiduguri,11.85,13.16,77.30600000000003,82.0,100.0,3.68,NG,1597621232.0
458,mahibadhoo,3.78,72.97,82.67000000000006,70.0,41.0,1.25,MV,1597621232.0
459,constitucion,-35.33,-72.42,47.570000000000064,79.0,31.0,5.0,CL,1597621185.0
460,yulara,-25.24,130.99,68.0,34.0,75.0,2.6,AU,1597621232.0
461,louisbourg,,,,,,,,
462,shitkino,56.37,98.35,53.36600000000001,66.0,26.0,3.55,RU,1597621233.0
463,broken hill,-31.95,141.43,51.8,62.0,6.0,5.1,AU,1597621233.0
464,the valley,18.22,-63.06,84.2,74.0,20.0,5.1,AI,1597621233.0
465,asyut,27.18,31.18,80.6,42.0,1.0,3.6,EG,1597621233.0
466,turukhansk,65.82,87.98,58.29800000000002,56.0,60.0,5.54,RU,1597621234.0
467,zhigalovo,54.81,105.16,51.81800000000008,66.0,0.0,1.1,RU,1597621234.0
468,lompoc,34.64,-120.46,82.99400000000007,64.0,1.0,5.1,US,1597621234.0
469,trinidad,-14.83,-64.9,78.44000000000003,77.0,98.0,2.66,BO,1597621234.0
470,mogapi,-22.32,27.83,58.064000000000036,33.0,0.0,1.21,BW,1597621235.0
471,potchefstroom,-26.72,27.1,39.95600000000003,62.0,0.0,1.66,ZA,1597621235.0
472,samalaeulu,,,,,,,,
473,bilma,18.69,12.92,92.22800000000007,38.0,31.0,6.6,NE,1597621235.0
474,posse,-14.09,-46.37,73.97600000000008,35.0,9.0,1.59,BR,1597621235.0
475,querecotillo,-4.84,-80.65,70.37600000000009,62.0,24.0,6.11,PE,1597621236.0
476,cornwall,45.02,-74.73,75.99199999999999,69.0,90.0,6.2,CA,1597621236.0
477,sabha,27.04,14.43,84.70400000000005,21.0,0.0,3.78,LY,1597621236.0
478,henties bay,-22.12,14.28,53.99600000000005,87.0,0.0,0.45,NA,1597621236.0
479,dongli,23.57,116.82,78.8,88.0,69.0,1.0,CN,1597621236.0
480,fortuna,40.6,-124.16,73.99400000000007,68.0,45.0,1.34,US,1597621236.0
481,hays,30.05,-98.03,102.00200000000008,30.0,68.0,1.79,US,1597621237.0
482,ostrovnoy,68.05,39.51,45.59000000000002,84.0,30.0,8.59,RU,1597621163.0
483,shupiyan,33.72,74.83,65.01200000000006,72.0,65.0,1.2,IN,1597621237.0
484,marsh harbour,26.54,-77.06,84.50600000000003,68.0,57.0,2.06,BS,1597621237.0
485,jiazi,22.88,116.07,82.31000000000009,79.0,89.0,3.87,CN,1597621237.0
486,waingapu,-9.66,120.26,79.64600000000004,69.0,3.0,4.17,ID,1597621238.0
487,tuatapere,-46.13,167.68,42.998000000000026,98.0,75.0,0.89,NZ,1597621238.0
488,nakamura,32.98,132.93,92.37200000000004,45.0,46.0,0.7,JP,1597621238.0
489,alyangula,-13.85,136.42,75.2,69.0,2.0,1.0,AU,1597621238.0
490,egvekinot,66.32,-179.17,50.41400000000003,78.0,100.0,2.21,RU,1597621238.0
491,sola,-13.88,167.55,82.4,78.0,75.0,3.1,VU,1597621156.0
492,gat,31.61,34.76,75.99199999999999,58.0,0.0,0.56,IL,1597621239.0
493,honningsvag,70.98,25.97,48.110000000000085,75.0,100.0,14.72,NO,1597621239.0
494,turayf,31.67,38.66,75.2,47.0,0.0,4.1,SA,1597621239.0
495,singapore,1.29,103.85,82.4,83.0,75.0,2.55,SG,1597621018.0
496,heihe,50.24,127.49,57.2,100.0,75.0,1.0,CN,1597621239.0
497,iquique,-20.22,-70.14,60.8,67.0,68.0,4.6,CL,1597621163.0
498,monteagudo,-19.82,-63.98,56.62400000000001,68.0,20.0,0.8,BO,1597621240.0
499,saleaula,,,,,,,,
500,safwah,,,,,,,,
501,esperance,-33.87,121.9,44.6,87.0,38.0,8.7,AU,1597621240.0
502,acari,-15.43,-74.62,60.728000000000065,62.0,74.0,1.6,PE,1597621240.0
503,stantsiya gorchakovo,,,,,,,,
504,grand river south east,,,,,,,,
505,whangarei,-35.73,174.32,60.008,3.0,93.0,5.36,NZ,1597621241.0
506,gondar,12.6,37.47,59.75600000000003,93.0,95.0,2.3,ET,1597621241.0
507,galgani,,,,,,,,
508,rock sound,24.9,-76.2,84.12800000000007,70.0,3.0,3.59,BS,1597621242.0
509,nikki,9.94,3.21,73.56200000000005,91.0,12.0,2.02,BJ,1597621242.0
510,arman,59.7,150.17,62.258,66.0,100.0,0.11,RU,1597621242.0
511,boa vista,2.82,-60.67,77.0,83.0,40.0,1.5,BR,1597621242.0
512,kimbe,-5.55,150.14,84.56000000000009,59.0,0.0,3.56,PG,1597621242.0
513,ho,,,,,,,,
514,aflu,,,,,,,,
515,udachnyy,66.42,112.4,53.6,46.0,52.0,2.0,RU,1597621243.0
516,mazagao,-0.12,-51.29,84.2,83.0,40.0,4.1,BR,1597621243.0
517,teguldet,57.31,88.17,57.61400000000003,97.0,16.0,1.59,RU,1597621243.0
518,kruisfontein,-34.0,24.73,46.99400000000007,69.0,96.0,2.38,ZA,1597621195.0
519,alangulam,8.87,77.5,78.674,68.0,99.0,4.81,IN,1597621243.0
520,jahrom,,,,,,,,
521,moose factory,51.26,-80.61,71.6,68.0,1.0,1.5,CA,1597621244.0
522,puerto narino,-3.77,-70.38,82.4,88.0,40.0,0.63,CO,1597621244.0
523,roma,43.21,-75.46,75.2,60.0,1.0,4.6,US,1597621012.0
524,port hardy,50.7,-127.42,71.6,68.0,75.0,3.6,CA,1597621190.0
525,kamenka,51.32,42.77,55.004000000000055,83.0,7.0,0.45,RU,1597621245.0
526,steinbach,50.17,8.57,77.0,88.0,40.0,3.1,DE,1597621245.0
527,beringovskiy,63.05,179.32,52.19600000000005,87.0,100.0,5.43,RU,1597621245.0
528,shelburne,44.08,-80.2,71.6,68.0,75.0,1.0,CA,1597621245.0
529,ati,13.22,18.34,79.39400000000008,71.0,99.0,3.96,TD,1597621245.0
530,oum hadjer,13.3,19.7,78.29600000000005,80.0,100.0,3.87,TD,1597621246.0
531,atar,20.52,-13.05,100.76000000000008,17.0,20.0,1.74,MR,1597621246.0
532,sayyan,15.17,44.32,64.74199999999999,59.0,94.0,0.41,YE,1597621246.0
533,sidi ali,36.1,0.42,69.76400000000004,60.0,0.0,2.81,DZ,1597621246.0
534,guerrero negro,27.98,-114.06,84.11000000000008,53.0,13.0,7.3,MX,1597621246.0
535,codrington,-38.27,141.97,50.03600000000007,81.0,90.0,3.98,AU,1597621247.0
536,tazovskiy,67.47,78.7,54.35600000000003,99.0,79.0,3.98,RU,1597621247.0
537,lazaro cardenas,17.96,-102.2,84.92000000000006,73.0,52.0,1.73,MX,1597621247.0
538,santiago del estero,-27.8,-64.26,61.268000000000086,35.0,0.0,3.28,AR,1597621247.0
539,dubreka,9.79,-13.52,74.89400000000008,92.0,100.0,1.95,GN,1597621247.0
540,hulan,45.98,126.6,78.00800000000001,62.0,94.0,3.12,CN,1597621248.0
541,kalmunai,7.42,81.82,78.31400000000004,84.0,100.0,1.83,LK,1597621248.0
542,zhigansk,66.77,123.37,51.15200000000008,56.0,0.0,4.98,RU,1597621248.0
543,kedrovyy,56.17,91.82,50.0,93.0,96.0,1.0,RU,1597621248.0
544,asau,46.43,26.4,62.00600000000003,91.0,54.0,1.08,RO,1597621248.0
545,waddan,29.16,16.14,80.47400000000002,39.0,0.0,0.64,LY,1597621248.0
546,susanville,40.42,-120.65,89.99600000000005,21.0,20.0,7.7,US,1597621035.0
547,cagayan de tawi-tawi,,,,,,,,
548,maltahohe,-24.83,16.98,42.044000000000075,63.0,0.0,2.9,NA,1597621249.0
549,sentyabrskiy,,,,,,,,
550,jian,27.12,114.98,83.58800000000005,71.0,43.0,1.36,CN,1597621249.0
551,marzuq,14.4,46.47,83.13800000000005,39.0,80.0,0.83,YE,1597621250.0
552,camacha,33.08,-16.33,71.6,83.0,20.0,3.1,PT,1597621250.0
553,saryshagan,,,,,,,,
554,viligili,,,,,,,,
555,hami,42.8,93.45,74.82200000000003,20.0,0.0,2.63,CN,1597621250.0
556,cherskiy,68.75,161.3,42.42200000000004,78.0,97.0,5.32,RU,1597621250.0
557,khiv,41.75,47.93,54.62600000000009,74.0,69.0,0.83,RU,1597621250.0
558,ulaangom,49.98,92.07,62.38399999999999,66.0,99.0,0.24,MN,1597621251.0
559,ambovombe,-25.17,46.08,66.99199999999999,56.0,0.0,4.05,MG,1597621251.0
560,ubinskoye,55.31,79.68,52.28600000000007,96.0,100.0,3.88,RU,1597621251.0
561,mersin,36.86,34.65,77.0,88.0,0.0,3.1,TR,1597621251.0
562,tucupita,9.06,-62.05,76.29800000000003,97.0,100.0,1.25,VE,1597621252.0
563,bahia blanca,-38.72,-62.27,45.860000000000085,57.0,66.0,3.1,AR,1597621060.0
564,inderborskiy,,,,,,,,
565,meiktila,20.87,95.87,73.38200000000002,93.0,100.0,7.7,MM,1597621252.0
566,skjervoy,70.03,20.97,48.524000000000015,81.0,100.0,16.73,NO,1597621252.0
567,sao jose da coroa grande,-8.9,-35.15,75.23600000000008,83.0,41.0,4.16,BR,1597621252.0
568,aksu,41.12,80.26,74.192,24.0,37.0,3.16,CN,1597621253.0
569,loandjili,-4.76,11.86,72.77000000000007,87.0,56.0,1.52,CG,1597621253.0
570,sfantu gheorghe,45.87,25.78,59.0,80.0,2.0,1.33,RO,1597621253.0
571,washington,47.5,-120.5,100.99400000000007,13.0,33.0,0.89,US,1597620942.0
572,blonduos,,,,,,,,
573,mayo,38.89,-76.51,73.99400000000007,83.0,20.0,2.6,US,1597621253.0
574,sitka,57.05,-135.33,59.0,82.0,75.0,0.11,US,1597621253.0
575,sorgun,39.81,35.19,49.26200000000006,77.0,0.0,2.55,TR,1597621254.0
576,makakilo city,21.35,-158.09,91.4,41.0,20.0,4.1,US,1597620985.0
577,grand forks,47.93,-97.03,77.0,41.0,75.0,5.7,US,1597621254.0
578,mustasaari,63.11,21.68,59.0,93.0,0.0,1.0,FI,1597621254.0
579,benghazi,32.12,20.07,79.34000000000002,80.0,0.0,5.37,LY,1597621254.0
580,rincon,32.3,-81.24,87.8,66.0,75.0,3.1,US,1597621255.0
581,bulawayo,-20.15,28.58,58.29800000000002,30.0,0.0,3.01,ZW,1597621255.0
582,weligama,5.97,80.42,77.07200000000003,90.0,99.0,3.44,LK,1597621255.0
583,kaputa,-8.47,29.66,67.22600000000008,42.0,94.0,1.09,ZM,1597621255.0
584,dieppe bay,,,,,,,,
585,bhuban,20.88,85.83,79.17800000000007,85.0,98.0,0.93,IN,1597621256.0
586,svetlogorsk,52.63,29.73,59.918000000000085,90.0,10.0,2.09,BY,1597621256.0
587,gambela,8.25,34.58,71.6,93.0,100.0,1.56,ET,1597621256.0
588,nioki,-2.72,17.68,80.07800000000006,68.0,93.0,1.81,CD,1597621256.0
589,tamasopo,21.93,-99.48,69.0260000000001,88.0,38.0,3.7,MX,1597621256.0
590,san policarpo,12.18,125.51,82.45400000000005,75.0,100.0,1.35,PH,1597621256.0
591,kazalinsk,,,,,,,,
592,bargal,,,,,,,,
593,hofn,64.25,-15.21,54.14000000000002,84.0,71.0,0.44,IS,1597621257.0
594,oranjemund,-28.55,16.43,52.57400000000001,64.0,0.0,6.04,NA,1597621257.0
595,fare,-16.7,-151.02,78.65600000000003,71.0,0.0,5.18,PF,1597621257.0
596,bata,1.86,9.77,77.0,100.0,40.0,2.6,GQ,1597621258.0
597,pingdu,36.78,119.95,84.2,83.0,34.0,2.0,CN,1597621258.0
598,kresek,-6.13,106.38,78.99800000000002,88.0,40.0,1.5,ID,1597621258.0
599,agirish,61.92,63.02,48.812000000000054,96.0,100.0,3.22,RU,1597621258.0
600,mbanza-ngungu,-5.25,14.87,68.72000000000006,83.0,34.0,4.59,CD,1597621258.0
601,kushmurun,52.45,64.63,55.61600000000001,83.0,14.0,4.92,KZ,1597621259.0
602,wladyslawowo,54.79,18.4,66.99199999999999,82.0,0.0,0.5,PL,1597621259.0
603,junnar,19.2,73.88,71.61800000000008,93.0,100.0,4.7,IN,1597621259.0
604,paamiut,61.99,-49.67,45.59000000000002,70.0,0.0,4.59,GL,1597621259.0
605,oceanside,33.2,-117.38,89.00600000000003,69.0,1.0,3.6,US,1597621017.0
606,yen bai,21.7,104.87,77.342,90.0,79.0,0.47,VN,1597621260.0
607,tulun,54.56,100.58,51.242,71.0,0.0,2.17,RU,1597621260.0
608,chokurdakh,70.63,147.92,40.082000000000015,92.0,100.0,5.5,RU,1597621172.0
609,raichur,16.2,77.37,72.96800000000009,90.0,100.0,6.77,IN,1597621260.0
610,palabuhanratu,,,,,,,,
611,nishihara,26.18,127.76,86.0,74.0,20.0,4.1,JP,1597621260.0
612,carutapera,-1.2,-46.02,77.234,83.0,51.0,3.38,BR,1597621261.0
613,juterbog,51.98,13.08,64.00400000000005,59.0,8.0,2.96,DE,1597621261.0
614,rantauprapat,2.1,99.83,73.59800000000003,94.0,98.0,0.67,ID,1597621261.0
615,chaumont,48.12,5.13,60.998000000000026,93.0,87.0,2.2,FR,1597621261.0
616,kulhudhuffushi,6.62,73.07,82.20200000000008,77.0,100.0,3.9,MV,1597621261.0
617,kanniyakumari,8.08,77.57,78.78200000000001,79.0,100.0,7.26,IN,1597621262.0
618,haines junction,60.75,-137.51,53.18600000000007,81.0,99.0,2.1,CA,1597621262.0
619,amahai,-3.33,128.92,79.25,81.0,100.0,2.46,ID,1597621197.0
620,comodoro rivadavia,-45.87,-67.5,44.6,45.0,20.0,4.6,AR,1597621262.0
621,springbok,-29.66,17.89,42.69199999999999,56.0,0.0,4.39,ZA,1597621262.0
622,yatou,37.15,122.38,79.53800000000004,90.0,6.0,3.91,CN,1597621263.0
623,janauba,-15.8,-43.31,74.984,40.0,0.0,3.53,BR,1597621263.0
624,ulagan,50.63,87.96,50.86400000000003,77.0,93.0,0.85,RU,1597621263.0
625,mogzon,51.74,111.96,55.22000000000006,91.0,100.0,3.28,RU,1597621263.0
626,ankazobe,-18.32,47.12,51.8,100.0,75.0,2.6,MG,1597621263.0
627,scottsburgh,,,,,,,,
628,bryan,30.67,-96.37,102.2,31.0,1.0,3.6,US,1597621264.0
629,marawi,8.0,124.29,75.00200000000008,89.0,81.0,3.13,PH,1597621264.0
630,aromashevo,56.86,68.64,55.94000000000002,86.0,100.0,5.18,RU,1597621264.0
631,sholapur,17.68,75.92,74.01200000000006,87.0,100.0,6.35,IN,1597621264.0
632,sistranda,63.73,8.83,50.0,87.0,0.0,3.1,NO,1597621264.0
633,verkhnevilyuysk,63.45,120.32,54.878000000000064,57.0,5.0,1.52,RU,1597621265.0
634,yeppoon,-23.13,150.73,64.4,52.0,0.0,1.5,AU,1597621265.0
635,pacific grove,36.62,-121.92,91.99400000000007,29.0,1.0,4.6,US,1597621177.0
636,kamenskoye,,,,,,,,
637,leuwiliang,-6.57,106.63,78.99800000000002,100.0,17.0,1.21,ID,1597621265.0
